1,0,0,1
2,0.995,2,4
3,2.663333333,4.754887502,9
4,4.95,8,16
5,7.48,11.60964047,25
6,10.32333333,15.509775,36
7,13.61,19.65148445,49
8,17.15,24,64
9,20.69111111,28.52932501,81
10,24.584,33.21928095,100
11,28.77454545,38.05374781,121
12,32.95583333,43.01955001,144
13,37.19153846,48.10571634,169
14,41.81571429,53.30296891,196
15,46.914,58.60335893,225
16,51.32125,64,256
17,56.33529412,69.4868683,289
18,61.31666667,75.05865003,324
19,66.37526316,80.71062276,361
20,71.1465,86.4385619,400
21,76.87857143,92.23866588,441
22,82.235,98.10749561,484
23,87.58608696,104.041925,529
24,93.35291667,110.0391,576
25,99.2696,116.0964047,625
26,105.1130769,122.2114327,676
27,110.5014815,128.3819626,729
28,116.0625,134.6059378,784
29,122.5572414,140.8814489,841
30,128.1656667,147.2067179,900
31,134.9019355,153.5800856,961
32,140.564375,160,1024
33,147.2006061,166.4650059,1089
34,153.2152941,172.9737366,1156
35,159.6825714,179.5249056,1225
36,165.8238889,186.1173001,1296
37,172.2562162,192.7497745,1369
38,178.6568421,199.4212455,1444
39,185.0494872,206.1306865,1521
40,191.1715,212.8771238,1600
41,197.887561,219.6596322,1681
42,205.1307143,226.4773318,1764
43,211.6251163,233.3293845,1849
44,218.5411364,240.2149912,1936
45,225.3188889,247.1333893,2025
46,232.2826087,254.08385,2116
47,239.0559574,261.065676,2209
48,246.4620833,268.0782,2304
49,253.2018367,275.1207824,2401
50,259.7514,282.1928095,2500
51,267.3066667,289.2936924,2601
52,275.2492308,296.4228653,2704
53,282.5288679,303.5797841,2809
54,288.9801852,310.7639251,2916
55,295.3603636,317.9747842,3025
56,302.5003571,325.2118756,3136
57,310.6968421,332.4747308,3249
58,317.997069,339.7628977,3364
59,325.4954237,347.0759399,3481
60,332.39,354.4134357,3600
61,339.9485246,361.7749776,3721
62,347.1880645,369.1601712,3844
63,355.7922222,376.5686352,3969
64,362.80375,384,4096
65,369.9235385,391.4539078,4225
66,377.1837879,398.9300119,4356
67,384.2650746,406.4279758,4489
68,392.1827941,413.9474732,4624
69,400.8878261,421.4881875,4761
70,409.0142857,429.0498112,4900
71,415.3739437,436.6320455,5041
72,423.2233333,444.2346001,5184
73,430.6809589,451.8571928,5329
74,439.392027,459.4995491,5476
75,447.3921333,467.1614018,5625
76,454.5468421,474.842491,5776
77,462.2506494,482.5425636,5929
78,470.6088462,490.2613731,6084
79,478.6879747,497.9986791,6241
80,486.9405,505.7542476,6400
81,495.1991358,513.5278502,6561
82,502.3981707,521.3192644,6724
83,510.1936145,529.1282728,6889
84,517.9635714,536.9546635,7056
85,525.8123529,544.7982296,7225
86,535.117907,552.6587689,7396
87,543.7351724,560.5360841,7569
88,551.2113636,568.4299824,7744
89,560.6979775,576.3402754,7921
90,567.6773333,584.2667787,8100
91,575.2928571,592.2093123,8281
92,584.0538043,600.1677,8464
93,592.4276344,608.1417694,8649
94,600.7591489,616.1313521,8836
95,607.9483158,624.1362828,9025
96,617.2508333,632.1564001,9216
97,624.3441237,640.1915457,9409
98,633.4902041,648.2415647,9604
99,641.8461616,656.3063054,9801
100,650.3779,664.385619,10000
101,658.3582178,672.4793598,10201
102,666.6514706,680.5873849,10404
103,675.5982524,688.7095543,10609
104,683.7679808,696.8457307,10816
105,693.0387619,704.9957794,11025
106,702.5387736,713.1595682,11236
107,709.6083178,721.3369675,11449
108,717.0406481,729.5278502,11664
109,727.1547706,737.7320914,11881
110,734.5097273,745.9495685,12100
111,744.0258559,754.1801612,12321
112,753.4379464,762.4237513,12544
113,761.1455752,770.6802228,12769
114,769.9375439,778.9494616,12996
115,778.6417391,787.2313559,13225
116,787.3875,795.5257954,13456
117,796.8094017,803.8326722,13689
118,805.8316949,812.1518798,13924
119,813.25,820.4833138,14161
120,822.0608333,828.8268715,14400
121,831.6895868,837.1824517,14641
122,839.4716393,845.5499552,14884
123,849.6834146,853.9292842,15129
124,858.8371774,862.3203425,15376
125,866.3608,870.7230356,15625
126,875.7180159,879.1372704,15876
127,883.5881102,887.5629552,16129
128,893.1775781,896,16384
129,902.5348062,904.4483159,16641
130,912.0206923,912.9078157,16900
131,919.5785496,921.3784132,17161
132,929.6837121,929.8600238,17424
133,938.0218045,938.3525639,17689
134,946.8237313,946.8559515,17956
135,955.3482222,955.3701056,18225
136,964.5792647,963.8949464,18496
137,973.3394891,972.4303954,18769
138,983.6873188,980.976375,19044
139,992.3310791,989.5328091,19321
140,1000.500786,998.0996224,19600
141,1010.46383,1006.676741,19881
142,1019.897394,1015.264091,20164
143,1028.645944,1023.861601,20449
144,1038.145694,1032.4692,20736
145,1046.069862,1041.086818,21025
146,1055.848904,1049.714386,21316
147,1065.11,1058.351835,21609
148,1074.48723,1066.999098,21904
149,1083.341879,1075.65611,22201
150,1093.129267,1084.322804,22500
151,1101.955695,1092.999116,22801
152,1111.086053,1101.684982,23104
153,1121.503922,1110.38034,23409
154,1129.164805,1119.085127,23716
155,1138.293677,1127.799283,24025
156,1149.096731,1136.522746,24336
157,1157.232803,1145.255458,24649
158,1166.877468,1153.997358,24964
159,1175.841635,1162.74839,25281
160,1184.083875,1171.508495,25600
161,1194.56913,1180.277617,25921
162,1203.631605,1189.0557,26244
163,1214.056748,1197.842689,26569
164,1222.584024,1206.638529,26896
165,1233.463333,1215.443165,27225
166,1241.56259,1224.256546,27556
167,1250.206527,1233.078617,27889
168,1260.418393,1241.909327,28224
169,1269.930651,1250.748625,28561
170,1278.269941,1259.596459,28900
171,1289.704386,1268.45278,29241
172,1298.727907,1277.317538,29584
173,1307.541561,1286.190683,29929
174,1317.640747,1295.072168,30276
175,1326.524629,1303.961945,30625
176,1336.626193,1312.859965,30976
177,1347.137797,1321.766182,31329
178,1355.868202,1330.680551,31684
179,1364.341285,1339.603024,32041
180,1375.206778,1348.533557,32400
181,1383.569392,1357.472106,32761
182,1393.020055,1366.418625,33124
183,1401.790929,1375.37307,33489
184,1412.568913,1384.3354,33856
185,1422.717622,1393.30557,34225
186,1432.494839,1402.283539,34596
187,1443.321283,1411.269264,34969
188,1450.908404,1420.262704,35344
189,1460.431958,1429.263818,35721
190,1469.321474,1438.272566,36100
191,1480.719005,1447.288906,36481
192,1489.483385,1456.3128,36864
193,1500.079067,1465.344208,37249
194,1510.753351,1474.383091,37636
195,1519.533333,1483.429411,38025
196,1528.894133,1492.483129,38416
197,1538.309137,1501.544208,38809
198,1548.793384,1510.612611,39204
199,1557.36794,1519.688299,39601
200,1569.68395,1528.771238,40000
